NAME,ROW,COL,RAD
./data/387.npy,28,155,94
./data/388.npy,117,79,93
./data/389.npy,169,184,10
./data/390.npy,133,56,44
./data/391.npy,43,138,62
./data/392.npy,61,180,67
./data/393.npy,126,81,77
./data/394.npy,44,139,20
./data/395.npy,156,94,43
./data/396.npy,146,64,49
./data/397.npy,138,99,61
./data/398.npy,130,137,31
./data/399.npy,19,198,82
./data/400.npy,7,177,82
./data/401.npy,34,193,17
./data/402.npy,52,166,13
./data/403.npy,59,154,27
./data/404.npy,13,143,48
./data/405.npy,129,137,77
./data/406.npy,65,99,46
./data/407.npy,138,112,72
./data/408.npy,4,92,37
./data/409.npy,116,111,32
./data/410.npy,194,119,86
./data/411.npy,100,90,80
./data/412.npy,124,143,54
./data/413.npy,79,189,74
./data/414.npy,191,172,75
./data/415.npy,133,52,32
./data/416.npy,134,165,79
./data/417.npy,16,169,97
./data/418.npy,123,128,58
./data/419.npy,142,118,99
./data/420.npy,67,67,73
./data/421.npy,110,130,69
./data/422.npy,112,179,25
./data/423.npy,162,32,75
./data/424.npy,40,97,38
./data/425.npy,41,66,80
./data/426.npy,46,147,97
./data/427.npy,121,41,29
./data/428.npy,196,124,43
./data/429.npy,186,196,69
./data/430.npy,103,79,74
./data/431.npy,120,147,25
./data/432.npy,90,104,62
./data/433.npy,72,184,76
./data/434.npy,60,92,72
./data/435.npy,142,30,64
./data/436.npy,58,127,66
./data/437.npy,0,132,39
./data/438.npy,23,81,90
./data/439.npy,120,106,53
./data/440.npy,185,43,90
./data/441.npy,51,83,99
./data/442.npy,146,68,39
./data/443.npy,96,27,36
./data/444.npy,53,176,97
./data/445.npy,69,84,79
./data/446.npy,117,106,80
./data/447.npy,199,137,62
./data/448.npy,29,23,20
./data/449.npy,102,106,18
./data/450.npy,146,72,70
./data/451.npy,169,125,25
./data/452.npy,136,57,51
./data/453.npy,94,195,31
./data/454.npy,71,186,88
./data/455.npy,56,126,10
./data/456.npy,74,41,86
./data/457.npy,190,191,68
./data/458.npy,19,2,52
./data/459.npy,25,105,84
./data/460.npy,122,72,87
./data/461.npy,38,149,86
./data/462.npy,60,125,28
./data/463.npy,116,164,57
./data/464.npy,77,36,47
./data/465.npy,171,128,58
./data/466.npy,167,45,65
./data/467.npy,157,132,35
./data/468.npy,137,123,77
./data/469.npy,34,147,69
./data/470.npy,151,61,97
./data/471.npy,91,2,24
./data/472.npy,194,155,88
./data/473.npy,56,83,45
./data/474.npy,170,80,75
./data/475.npy,11,72,10
./data/476.npy,26,66,69
./data/477.npy,145,11,25
./data/478.npy,167,24,81
./data/479.npy,189,68,74
./data/480.npy,81,173,43
./data/481.npy,158,48,72
./data/482.npy,194,57,94
./data/483.npy,21,67,92
./data/484.npy,87,129,79
./data/485.npy,189,112,49
./data/486.npy,127,199,79
./data/487.npy,149,26,99
./data/488.npy,107,3,51
./data/489.npy,20,9,55
./data/490.npy,105,112,31
./data/491.npy,3,192,25
./data/492.npy,96,129,72
./data/493.npy,45,153,92
./data/494.npy,157,195,57
./data/495.npy,20,140,10
./data/496.npy,131,42,43
./data/497.npy,115,69,22
./data/498.npy,57,26,90
./data/499.npy,85,150,66
./data/500.npy,41,191,70
./data/501.npy,24,140,47
./data/502.npy,18,89,66
./data/503.npy,153,11,62
./data/504.npy,47,137,47
./data/505.npy,130,142,50
./data/506.npy,144,150,47
./data/507.npy,161,158,79
./data/508.npy,117,22,20
./data/509.npy,167,46,31
./data/510.npy,8,126,98
./data/511.npy,2,4,71
./data/512.npy,150,190,41
./data/513.npy,87,119,90
./data/514.npy,153,181,77
./data/515.npy,153,60,10
./data/516.npy,198,128,43
./data/517.npy,144,50,80
./data/518.npy,51,190,31
./data/519.npy,140,79,70
./data/520.npy,4,97,19
./data/521.npy,124,38,31
./data/522.npy,52,144,91
./data/523.npy,97,11,46
./data/524.npy,157,91,25
./data/525.npy,58,139,33
./data/526.npy,84,113,30
./data/527.npy,11,133,42
./data/528.npy,104,45,17
./data/529.npy,129,109,60
./data/530.npy,45,191,35
./data/531.npy,111,124,22
./data/532.npy,117,158,24
./data/533.npy,34,63,60
./data/534.npy,140,120,34
./data/535.npy,183,187,26
./data/536.npy,185,104,87
./data/537.npy,133,79,33
./data/538.npy,85,168,84
./data/539.npy,62,193,65
./data/540.npy,37,121,62
./data/541.npy,169,160,48
./data/542.npy,98,56,30
./data/543.npy,4,106,10
./data/544.npy,194,53,48
./data/545.npy,2,113,59
./data/546.npy,139,77,20
./data/547.npy,6,148,94
./data/548.npy,150,176,74
./data/549.npy,6,77,46
./data/550.npy,171,110,52
./data/551.npy,42,168,42
./data/552.npy,89,125,96
./data/553.npy,177,59,98
./data/554.npy,185,177,62
./data/555.npy,44,26,54
./data/556.npy,26,151,44
./data/557.npy,70,180,18
./data/558.npy,110,119,89
./data/559.npy,132,192,30
./data/560.npy,70,27,31
./data/561.npy,42,56,51
./data/562.npy,160,144,56
./data/563.npy,67,25,21
./data/564.npy,93,15,89
./data/565.npy,56,193,46
./data/566.npy,159,170,67
./data/567.npy,1,127,83
./data/568.npy,90,185,27
./data/569.npy,196,175,55
./data/570.npy,33,116,58
./data/571.npy,86,102,28
./data/572.npy,0,1,42
./data/573.npy,90,80,84
./data/574.npy,9,56,99
./data/575.npy,93,119,51
./data/576.npy,158,177,76
./data/577.npy,27,179,35
./data/578.npy,3,89,32
./data/579.npy,182,175,26
./data/580.npy,198,156,86
./data/581.npy,99,3,34
./data/582.npy,100,16,55
./data/583.npy,54,54,71
./data/584.npy,182,105,17
./data/585.npy,126,128,78
./data/586.npy,54,193,54
./data/587.npy,64,174,37
./data/588.npy,19,113,56
./data/589.npy,57,79,33
./data/590.npy,167,81,66
./data/591.npy,192,77,88
./data/592.npy,23,39,40
./data/593.npy,120,33,98
./data/594.npy,16,82,12
./data/595.npy,120,10,77
./data/596.npy,38,180,31
./data/597.npy,135,23,19
./data/598.npy,137,107,56
./data/599.npy,156,73,97
./data/600.npy,198,175,76
./data/601.npy,131,85,17
./data/602.npy,125,43,97
./data/603.npy,16,71,92
./data/604.npy,114,142,25
./data/605.npy,148,152,89
./data/606.npy,77,39,22
./data/607.npy,100,130,77
./data/608.npy,84,144,21
./data/609.npy,174,92,49
./data/610.npy,160,8,90
./data/611.npy,163,152,13
./data/612.npy,81,178,30
./data/613.npy,27,163,34
./data/614.npy,122,129,46
./data/615.npy,127,109,72
./data/616.npy,55,125,31
./data/617.npy,195,120,75
./data/618.npy,139,133,26
./data/619.npy,158,192,87
./data/620.npy,165,26,88
./data/621.npy,196,103,98
./data/622.npy,107,127,33
./data/623.npy,20,172,63
./data/624.npy,61,4,90
./data/625.npy,13,7,29
./data/626.npy,53,196,93
./data/627.npy,170,153,13
./data/628.npy,64,20,89
./data/629.npy,130,64,72
./data/630.npy,187,126,96
./data/631.npy,139,154,71
./data/632.npy,66,78,99
./data/633.npy,198,135,17
./data/634.npy,32,165,50
./data/635.npy,168,38,87
./data/636.npy,52,12,40
./data/637.npy,31,38,29
./data/638.npy,72,75,63
./data/639.npy,84,97,81
./data/640.npy,90,72,29
./data/641.npy,26,151,93
./data/642.npy,173,29,13
./data/643.npy,195,169,24
./data/644.npy,84,0,46
./data/645.npy,9,70,43
./data/646.npy,116,109,99
./data/647.npy,166,25,77
./data/648.npy,2,197,61
./data/649.npy,120,59,74
./data/650.npy,98,1,73
./data/651.npy,57,121,98
./data/652.npy,25,39,88
./data/653.npy,180,109,84
./data/654.npy,147,106,46
./data/655.npy,139,185,22
./data/656.npy,57,188,42
./data/657.npy,106,85,15
./data/658.npy,157,143,37
./data/659.npy,21,99,15
./data/660.npy,43,174,33
./data/661.npy,121,179,22
./data/662.npy,156,34,84
./data/663.npy,180,168,15
./data/664.npy,87,178,81
./data/665.npy,138,178,21
./data/666.npy,103,149,36
./data/667.npy,173,47,49
./data/668.npy,149,10,76
./data/669.npy,39,87,23
./data/670.npy,71,31,51
./data/671.npy,165,181,83
./data/672.npy,29,3,95
./data/673.npy,38,112,72
./data/674.npy,56,27,40
./data/675.npy,58,42,73
./data/676.npy,40,131,61
./data/677.npy,153,177,53
./data/678.npy,184,23,64
./data/679.npy,69,83,42
./data/680.npy,22,62,51
./data/681.npy,139,40,29
./data/682.npy,66,140,25
./data/683.npy,89,68,59
./data/684.npy,22,107,72
./data/685.npy,198,152,57
./data/686.npy,137,149,75
./data/687.npy,139,86,70
./data/688.npy,53,148,78
./data/689.npy,187,76,47
./data/690.npy,116,116,98
./data/691.npy,76,0,18
./data/692.npy,73,173,77
./data/693.npy,35,37,23
./data/694.npy,185,151,41
./data/695.npy,143,0,73
./data/696.npy,21,127,91
./data/697.npy,41,134,66
./data/698.npy,157,183,16
./data/699.npy,42,140,80
./data/700.npy,198,93,35
./data/701.npy,61,83,81
./data/702.npy,2,150,41
./data/703.npy,148,168,10
./data/704.npy,112,38,49
./data/705.npy,6,2,31
./data/706.npy,35,70,45
./data/707.npy,87,142,68
./data/708.npy,93,14,50
./data/709.npy,149,38,37
./data/710.npy,154,59,31
./data/711.npy,164,110,49
./data/712.npy,14,126,90
./data/713.npy,27,116,60
./data/714.npy,52,54,77
./data/715.npy,18,153,37
./data/716.npy,106,35,69
./data/717.npy,120,62,55
./data/718.npy,64,170,25
./data/719.npy,172,85,70
./data/720.npy,27,50,28
./data/721.npy,179,134,36
./data/722.npy,153,139,37
./data/723.npy,123,116,52
./data/724.npy,68,69,88
./data/725.npy,33,30,85
./data/726.npy,16,63,13
./data/727.npy,163,186,40
./data/728.npy,50,55,23
./data/729.npy,171,29,55
./data/730.npy,35,189,47
./data/731.npy,177,159,84
./data/732.npy,169,138,12
./data/733.npy,170,28,41
./data/734.npy,60,113,89
./data/735.npy,78,128,16
./data/736.npy,86,167,71
./data/737.npy,129,47,78
./data/738.npy,194,197,84
./data/739.npy,89,20,95
./data/740.npy,127,154,29
./data/741.npy,184,74,92
./data/742.npy,112,41,44
./data/743.npy,180,83,90
./data/744.npy,1,106,19
./data/745.npy,114,112,20
./data/746.npy,106,118,59
./data/747.npy,183,161,73
./data/748.npy,89,43,60
./data/749.npy,107,3,16
./data/750.npy,21,3,54
./data/751.npy,136,67,92
./data/752.npy,13,84,25
./data/753.npy,117,22,19
./data/754.npy,186,58,36
./data/755.npy,39,66,52
./data/756.npy,173,148,69
./data/757.npy,124,147,50
./data/758.npy,47,179,25
./data/759.npy,90,93,98
./data/760.npy,129,41,21
./data/761.npy,132,160,71
./data/762.npy,114,56,43
./data/763.npy,45,51,44
./data/764.npy,61,142,47
./data/765.npy,109,69,78
./data/766.npy,158,120,72
./data/767.npy,80,173,42
./data/768.npy,151,180,99
./data/769.npy,160,94,84
./data/770.npy,121,40,98
./data/771.npy,5,139,87
./data/772.npy,196,46,36
./data/773.npy,12,110,43
./data/774.npy,195,5,61
./data/775.npy,173,186,20
./data/776.npy,89,91,55
./data/777.npy,76,13,15
./data/778.npy,34,93,35
./data/779.npy,138,76,39
./data/780.npy,173,103,49
./data/781.npy,144,140,45
./data/782.npy,63,75,74
./data/783.npy,192,195,93
./data/784.npy,17,174,51
./data/785.npy,189,191,94
./data/786.npy,157,15,50
./data/787.npy,139,187,25
./data/788.npy,190,164,32
./data/789.npy,182,50,46
./data/790.npy,21,33,82
./data/791.npy,111,67,85
./data/792.npy,8,3,20
./data/793.npy,10,69,41
./data/794.npy,141,19,44
./data/795.npy,148,82,61
./data/796.npy,104,61,37
./data/797.npy,6,65,85
./data/798.npy,136,106,95
./data/799.npy,62,186,17
./data/800.npy,33,31,24
./data/801.npy,135,125,18
./data/802.npy,194,66,53
./data/803.npy,126,77,13
./data/804.npy,189,11,57
./data/805.npy,35,49,82
./data/806.npy,99,163,39
./data/807.npy,135,162,48
./data/808.npy,26,78,49
./data/809.npy,139,68,19
./data/810.npy,97,198,26
./data/811.npy,71,12,21
./data/812.npy,115,146,36
./data/813.npy,166,142,54
./data/814.npy,8,174,50
./data/815.npy,80,111,87
./data/816.npy,109,127,70
./data/817.npy,62,170,51
./data/818.npy,169,170,48
./data/819.npy,147,26,87
./data/820.npy,106,161,74
./data/821.npy,197,198,39
./data/822.npy,2,48,87
./data/823.npy,68,32,62
./data/824.npy,78,72,26
./data/825.npy,21,78,68
./data/826.npy,182,17,68
./data/827.npy,14,179,33
./data/828.npy,60,158,75
./data/829.npy,25,26,58
./data/830.npy,93,191,19
./data/831.npy,39,68,21
./data/832.npy,71,141,13
./data/833.npy,198,83,27
./data/834.npy,156,135,67
./data/835.npy,149,150,92
./data/836.npy,80,82,48
./data/837.npy,113,199,14
./data/838.npy,192,53,88
./data/839.npy,42,88,97
./data/840.npy,8,92,97
./data/841.npy,93,45,22
./data/842.npy,198,60,94
./data/843.npy,128,148,18
./data/844.npy,120,41,45
./data/845.npy,79,68,21
./data/846.npy,163,50,40
./data/847.npy,15,64,92
./data/848.npy,190,176,64
./data/849.npy,189,13,34
./data/850.npy,155,185,34
./data/851.npy,97,97,65
./data/852.npy,29,67,32
./data/853.npy,90,162,36
./data/854.npy,146,128,53
./data/855.npy,0,47,51
./data/856.npy,37,114,58
./data/857.npy,196,56,10
./data/858.npy,177,163,67
./data/859.npy,35,16,73
./data/860.npy,162,124,27
./data/861.npy,63,93,85
./data/862.npy,158,52,86
./data/863.npy,42,123,87
./data/864.npy,98,140,43
./data/865.npy,113,190,62
./data/866.npy,111,5,77
./data/867.npy,111,92,46
./data/868.npy,190,71,40
./data/869.npy,160,66,25
./data/870.npy,154,51,33
./data/871.npy,15,3,64
./data/872.npy,43,150,92
./data/873.npy,196,14,14
./data/874.npy,22,22,43
./data/875.npy,139,153,19
./data/876.npy,199,162,94
./data/877.npy,145,105,52
./data/878.npy,157,40,46
./data/879.npy,165,34,92
./data/880.npy,106,140,49
./data/881.npy,134,189,44
./data/882.npy,90,82,88
./data/883.npy,6,100,98
./data/884.npy,154,89,20
./data/885.npy,133,64,51
./data/886.npy,79,177,39
./data/887.npy,42,139,48
./data/888.npy,149,83,40
./data/889.npy,136,184,84
./data/890.npy,174,127,73
./data/891.npy,8,164,57
./data/892.npy,48,156,55
./data/893.npy,129,28,63
./data/894.npy,172,113,56
./data/895.npy,167,116,20
./data/896.npy,51,139,12
./data/897.npy,9,18,70
./data/898.npy,59,96,36
./data/899.npy,162,105,81
./data/900.npy,193,92,21
./data/901.npy,67,95,29
./data/902.npy,105,163,13
./data/903.npy,160,144,50
./data/904.npy,131,132,55
./data/905.npy,4,198,38
./data/906.npy,139,25,93
./data/907.npy,99,129,87
./data/908.npy,50,28,24
./data/909.npy,5,177,44
./data/910.npy,35,70,63
./data/911.npy,177,87,28
./data/912.npy,172,5,86
./data/913.npy,118,144,40
./data/914.npy,43,168,26
./data/915.npy,117,61,55
./data/916.npy,36,137,78
./data/917.npy,185,104,59
./data/918.npy,178,27,71
./data/919.npy,80,145,37
./data/920.npy,152,45,99
./data/921.npy,98,7,73
./data/922.npy,90,69,92
./data/923.npy,129,56,76
./data/924.npy,56,49,32
./data/925.npy,156,62,78
./data/926.npy,85,78,85
./data/927.npy,62,182,58
./data/928.npy,180,113,95
./data/929.npy,110,98,27
./data/930.npy,180,199,40
./data/931.npy,90,60,90
./data/932.npy,25,30,74
./data/933.npy,182,112,67
./data/934.npy,57,66,52
./data/935.npy,9,193,43
./data/936.npy,122,171,76
./data/937.npy,81,119,82
./data/938.npy,0,20,85
./data/939.npy,192,90,57
./data/940.npy,188,158,17
./data/941.npy,155,62,44
./data/942.npy,64,121,47
./data/943.npy,129,90,20
./data/944.npy,164,99,87
./data/945.npy,119,181,45
./data/946.npy,76,14,44
./data/947.npy,152,46,82
./data/948.npy,162,193,61
./data/949.npy,18,132,46
./data/950.npy,48,126,81
./data/951.npy,107,138,43
./data/952.npy,47,7,40
./data/953.npy,69,58,59
./data/954.npy,127,66,25
./data/955.npy,42,7,17
./data/956.npy,79,106,36
./data/957.npy,135,21,28
./data/958.npy,79,165,81
./data/959.npy,95,2,20
./data/960.npy,40,46,84
./data/961.npy,166,148,89
./data/962.npy,163,45,26
./data/963.npy,49,146,50
./data/964.npy,102,26,73
./data/965.npy,89,115,50
./data/966.npy,118,117,87
./data/967.npy,156,180,82
./data/968.npy,94,167,87
./data/969.npy,114,120,80
./data/970.npy,165,10,35
./data/971.npy,127,175,30
./data/972.npy,61,190,14
./data/973.npy,88,69,38
./data/974.npy,190,11,15
./data/975.npy,103,28,65
./data/976.npy,77,93,46
./data/977.npy,14,50,64
./data/978.npy,8,187,88
./data/979.npy,50,196,83
./data/980.npy,96,158,37
./data/981.npy,191,12,13
./data/982.npy,67,177,47
./data/983.npy,31,24,71
./data/984.npy,32,170,75
./data/985.npy,16,23,61
./data/986.npy,170,186,39
./data/987.npy,22,30,22
./data/988.npy,180,182,23
./data/989.npy,158,59,90
./data/990.npy,31,45,22
./data/991.npy,16,55,93
./data/992.npy,67,71,96
./data/993.npy,75,144,67
./data/994.npy,11,46,86
./data/995.npy,76,118,99
./data/996.npy,140,67,19
